Gmt time,Close,High,Low,Open,Volume,SMA200
2017-01-01,9.983250122070313,10.030800170898438,9.58698974609375,9.636580200195313,1477750.08,9.983250122070313
2017-01-02,10.2175,10.313900146484375,9.967020263671875,9.986170043945313,2221849.92,10.100375061035155
2017-01-03,10.438399658203124,10.440799560546875,10.215999755859375,10.215999755859375,1851680.0,10.213049926757812
2017-01-04,11.5472998046875,11.594200439453125,10.444000244140625,10.444000244140625,3449459.84,10.546612396240235
2017-01-05,10.133800048828125,11.910999755859375,9.104169921875,11.5672998046875,5101990.08,10.464049926757813
2017-01-06,9.022009887695312,10.4681005859375,8.839439697265625,10.14239990234375,3518760.0,10.223709920247396
2017-01-07,9.085850219726563,9.085850219726563,8.235560302734376,9.034869995117187,2795500.16,10.061158534458704
2017-01-08,9.11198974609375,9.427239990234375,8.872490234375,9.081749877929688,1587150.08,9.942512435913086
2017-01-09,9.028280029296875,9.136859741210937,8.798070068359374,9.132440185546875,1418769.92,9.840931057400175
2017-01-10,9.076790161132813,9.148729858398438,9.010599975585938,9.024400024414062,1158080.0,9.764516967773437
2017-01-11,7.777570190429688,9.19447998046875,7.627650146484375,9.08114990234375,3109289.92,9.58388544256037
2017-01-12,8.04833984375,8.262459716796876,7.557559814453125,7.75177978515625,2223260.0,9.455923309326172
2017-01-13,8.239840087890625,8.290009765625,7.800029907226563,8.037369995117187,1689680.0,9.362378446138822
2017-01-14,8.184119873046875,8.350850219726562,8.124559936523438,8.251420288085937,930632.96,9.278217119489398
2017-01-15,8.217979736328125,8.233070068359375,8.128709716796875,8.181420288085938,710136.0,9.207534627278646
2017-01-16,8.315339965820312,8.34530029296875,8.2027099609375,8.217830200195312,827552.0,9.1517724609375
2017-01-17,9.0793798828125,9.105609741210937,8.307960205078125,8.309459838867188,1550950.08,9.14751407398897
2017-01-18,8.866179809570312,9.174990234375,8.583040161132812,9.093729858398438,2256769.92,9.13188439263238
2017-01-19,8.99072998046875,9.04614013671875,8.843380126953125,8.883350219726562,1056250.0,9.12445521304482
2017-01-20,8.950260009765625,8.993980102539062,8.870079956054688,8.981719970703125,867284.0,9.115745452880859
2017-01-21,9.217890014648438,9.273670043945312,8.955349731445313,8.955490112304688,1111580.0,9.120609479631696
2017-01-22,9.246729736328126,9.375250244140625,8.975640258789063,9.222050170898438,1165730.0,9.126342218572443
2017-01-23,9.210120239257812,9.282659912109375,9.167379760742188,9.254990234375,735886.0,9.129984741210938
2017-01-24,8.9268701171875,9.2414501953125,8.922860107421876,9.10677001953125,1113490.0,9.121521631876627
2017-01-25,9.015419921875,9.032520141601562,8.9168701171875,8.919240112304687,1208310.0,9.117277563476563
2017-01-26,9.175859985351563,9.193259887695312,9.022239990234375,9.0239501953125,1319580.0,9.119530733548679
2017-01-27,9.1975,9.232230224609374,9.158460083007812,9.183590087890625,1255940.0,9.122418484157986
2017-01-28,9.215900268554687,9.239110107421874,9.198109741210937,9.198109741210937,689796.0,9.125757119315011
2017-01-29,9.194959716796875,9.234180297851562,9.191480102539062,9.220670166015625,608517.0,9.128143415779903
2017-01-30,9.203820190429688,9.230479736328125,9.194739990234375,9.201510009765625,782272.96,9.130665974934896
2017-01-31,9.704030151367187,9.720189819335937,9.20958984375,9.20958984375,1645820.0,9.149161593529485
2017-02-01,9.890230102539062,9.89114013671875,9.707420043945312,9.709409790039063,1501100.0,9.172319984436035
2017-02-02,10.117999877929687,10.1352001953125,9.832210083007812,9.900009765625,1458209.92,9.20097695090554
2017-02-03,10.299100341796875,10.338699951171876,10.087899780273437,10.114600219726562,2012780.0,9.233274697696462
2017-02-04,10.429000244140624,10.459000244140626,10.151599731445312,10.313299560546875,1550640.0,9.267438284737722
2017-02-05,10.273399658203125,10.436300048828125,10.223699951171875,10.4352001953125,1142080.0,9.295381656222874
2017-02-06,10.381500244140625,10.446400146484375,10.281600341796874,10.284000244140625,1117620.0,9.324736212653084
2017-02-07,10.613499755859374,10.619300537109375,10.401400146484375,10.401400146484375,1460070.08,9.358651042737458
2017-02-08,10.630699462890625,10.78969970703125,10.37489990234375,10.623199462890625,2018550.08,9.391267668895233
2017-02-09,9.943829956054687,10.88989990234375,9.53343994140625,10.64699951171875,4072200.0,9.405081726074219
2017-02-10,9.886740112304688,9.98905029296875,9.466909790039063,9.956320190429688,1904520.0,9.416829491592035
2017-02-11,10.044500122070312,10.092899780273438,9.828300170898437,9.888980102539062,1022610.0,9.431774030412946
2017-02-12,9.991810302734375,10.04760009765625,9.969210205078125,10.0352001953125,675300.0,9.444798129769259
2017-02-13,9.906420288085938,10.020999755859375,9.760020141601563,9.98885009765625,1006070.0,9.455289542458274
2017-02-14,10.045499877929688,10.11510009765625,9.864710083007813,9.917349853515624,1379460.0,9.468405327690972
2017-02-15,10.0747998046875,10.088400268554688,10.015800170898437,10.062100219726563,897594.0,9.481587816321332
2017-02-16,10.2743994140625,10.333699951171875,10.076500244140625,10.076500244140625,1222770.0,9.498456148188165
2017-02-17,10.462099609375,10.531700439453125,10.256400146484374,10.261199951171875,1364740.0,9.518532053629558
2017-02-18,10.544200439453125,10.610999755859375,10.469599609375,10.492099609375,990735.04,9.539464061503507
2017-02-19,10.478699951171874,10.5681005859375,10.434599609375,10.54760009765625,774232.96,9.558248779296875
2017-02-20,10.7997998046875,10.80489990234375,10.4168994140625,10.4868994140625,1094780.0,9.582592917049633
2017-02-21,11.15300048828125,11.1725,10.769300537109375,10.79280029296875,1868689.92,9.61279306265024
2017-02-22,11.1743994140625,11.253900146484375,11.00550048828125,11.14800048828125,1361000.0,9.642257333431605
2017-02-23,11.66719970703125,11.766199951171876,11.169599609375,11.1727001953125,1894540.0,9.679756266276042
2017-02-24,11.736800537109374,12.003900146484375,11.319599609375,11.727099609375,3307590.08,9.717157071200285
2017-02-25,11.438399658203124,11.748499755859376,11.245899658203125,11.704100341796876,1399609.92,9.747893545968193
2017-02-26,11.65199951171875,11.67469970703125,11.30199951171875,11.4427001953125,1164860.0,9.781298913788376
2017-02-27,11.79969970703125,11.8197998046875,11.633800048828125,11.63780029296875,1315700.0,9.816098927464978
2017-02-28,11.79969970703125,11.9325,11.718199462890626,11.80719970703125,1849560.0,9.849719279661016
2017-03-01,12.225,12.225,11.7968994140625,11.800400390625,2290569.92,9.889307291666666
2017-03-02,12.51010009765625,12.621300048828125,12.156199951171875,12.246800537109374,3682750.08,9.932271108158298
2017-03-03,12.74989990234375,12.8031005859375,12.507099609375,12.507099609375,3157390.08,9.977716733870968
2017-03-04,12.551500244140625,12.794000244140625,12.30510009765625,12.774300537109376,1832700.0,10.018570440383185
2017-03-05,12.671199951171875,12.672900390625,12.3806005859375,12.542900390625,1341270.0,10.060017776489257
2017-03-06,12.728299560546875,12.76,12.645999755859375,12.67469970703125,1536569.92,10.10106826547476
2017-03-07,12.235400390625,12.75550048828125,12.04800048828125,12.732099609375,2912560.0,10.133406631007338
2017-03-08,11.5,12.321600341796875,11.480799560546876,12.2322998046875,3326030.08,10.153803546962452
2017-03-09,11.88489990234375,11.974599609375,11.4122998046875,11.503499755859375,2122830.08,10.179260846306295
2017-03-10,11.16719970703125,12.70469970703125,10.7725,11.893599853515624,5637959.68,10.193578800809556
2017-03-11,11.758299560546876,11.938299560546875,11.163199462890624,11.163199462890624,2833200.0,10.215931954520089
2017-03-12,12.213800048828125,12.2697998046875,11.753599853515626,11.766199951171876,2271760.0,10.244070941763864
2017-03-13,12.319200439453125,12.373699951171876,12.17030029296875,12.21780029296875,3802769.92,10.272892184787327
2017-03-14,12.4,12.4481005859375,12.20719970703125,12.321600341796875,2453060.0,10.302030648009419
2017-03-15,12.496099853515625,12.516099853515625,12.3975,12.401600341796875,2978049.92,10.33168023186761
2017-03-16,11.8781005859375,12.5797998046875,11.5243994140625,12.513299560546875,6385680.0,10.352299169921876
2017-03-17,11.0022998046875,11.801600341796876,10.995699462890625,11.801600341796876,7065989.76,10.360851809853003
2017-03-18,9.738179931640625,11.140699462890625,9.57655029296875,10.9968994140625,6213020.16,10.35276516208401
2017-03-19,10.36739990234375,10.699100341796875,9.7672998046875,9.7672998046875,4066480.0,10.352952786959134
2017-03-20,10.5422998046875,10.63030029296875,10.366800537109375,10.37239990234375,2865299.84,10.355349584651899
2017-03-21,11.205400390625,11.224300537109375,10.553599853515625,10.553599853515625,3373910.08,10.365975219726561
2017-03-22,10.491400146484375,11.206500244140624,10.142100219726563,11.206500244140624,3808409.92,10.367523675612462
2017-03-23,10.385899658203124,10.58010009765625,10.289300537109375,10.50050048828125,2485400.0,10.36774777296113
2017-03-24,9.3752001953125,10.40469970703125,9.343579711914062,10.38449951171875,4910380.16,10.355789368411145
2017-03-25,9.727789916992187,9.75760986328125,9.037130126953125,9.365399780273437,4358030.08,10.348313184465681
2017-03-26,9.667249755859375,10.079600219726563,9.541859741210937,9.740150146484375,3036680.0,10.3403006735409
2017-03-27,10.4577001953125,10.464000244140625,9.719840087890624,9.720549926757812,3725350.08,10.341665784259174
2017-03-28,10.471500244140625,10.646500244140626,10.2772998046875,10.445799560546876,3263320.0,10.343158134372755
2017-03-29,10.39969970703125,10.551300048828125,10.158800048828125,10.460799560546874,2984579.84,10.343800652243873
2017-03-30,10.264300537109374,10.492900390625,10.200399780273438,10.422099609375,3529689.92,10.342907392523262
2017-03-31,10.717900390625,10.749200439453125,10.266400146484376,10.266400146484376,4472870.08,10.347073981391059
2017-04-01,10.805,10.91719970703125,10.610899658203126,10.717099609375,2896339.84,10.352106135441707
2017-04-02,11.021700439453125,11.075899658203125,10.75449951171875,10.806099853515626,5141870.08,10.359384334398353
2017-04-03,11.4381005859375,11.51739990234375,11.02949951171875,11.02949951171875,5804440.32,10.370983433877269
