Gmt time,Close,High,Low,Open,Volume,SMA200
2015-08-31,166.630661,167.861409,166.074295,167.001572,163298800.0,166.630661
2015-09-01,161.65712,164.186042,160.78042,162.795127,256000400.0,164.1438905
2015-09-02,164.725555,164.767707,162.205058,164.059599,160269300.0,164.33777866666665
2015-09-03,164.843567,166.951002,164.346215,165.442071,152087800.0,164.46422575
2015-09-04,162.348328,163.418908,161.522217,162.567509,207081000.0,164.0410462
2015-09-08,166.428329,166.580071,164.523213,165.172307,116025700.0,164.43892666666667
2015-09-09,164.202881,168.148005,163.831983,168.021564,149347700.0,164.40520585714285
2015-09-10,165.096466,166.251336,163.747702,164.009022,158611100.0,164.491613375
2015-09-11,165.846695,165.914134,163.983717,164.70025,119691200.0,164.642178
2015-09-14,165.231323,166.074297,164.742397,166.023721,79452000.0,164.70109250000002
2015-09-15,167.296646,167.743421,165.189211,165.737139,113806200.0,164.9370519090909
2015-09-16,168.746521,168.940414,167.254466,167.600089,99581600.0,165.25450766666668
2015-09-17,168.367188,171.030988,167.987852,168.611657,276046600.0,165.4939446153846
2015-09-18,165.615814,168.352772,165.200618,165.836135,223657500.0,165.50264957142858
2015-09-21,166.471634,167.505397,165.412438,166.454683,105726200.0,165.56724853333333
2015-09-22,164.310852,164.776901,163.166916,164.285432,153890900.0,165.48872375
2015-09-23,164.048248,164.954913,163.46357,164.480396,92790600.0,165.40398988235293
2015-09-24,163.455093,163.921142,161.472282,162.819576,159378800.0,165.29571783333333
2015-09-25,163.412735,165.234547,162.531477,164.929498,155054800.0,165.1966134736842
2015-09-28,159.311508,162.616207,158.99799,162.506046,178515900.0,164.9023582
2015-09-29,159.404724,160.777451,158.396368,159.531835,159045600.0,164.64056609523809
2015-09-30,162.378998,162.548467,160.523284,161.31132,163452000.0,164.53776754545456
2015-10-01,162.802612,163.107661,160.845221,162.760242,131079000.0,164.46232600000002
2015-10-02,165.234512,165.259932,160.252052,160.802842,211003300.0,164.49450041666668
2015-10-05,168.174789,168.403579,166.361448,166.471608,126320800.0,164.64171195999998
2015-10-06,167.598648,168.607004,166.929242,168.039277,110274500.0,164.75544026923077
2015-10-07,168.971359,169.327247,167.335955,168.539199,124307300.0,164.91158540740742
2015-10-08,170.496536,170.784634,168.276454,168.581503,153055200.0,165.11104792857142
2015-10-09,170.598267,171.081253,169.962749,170.640637,107069200.0,165.30026237931034
2015-10-12,170.759293,170.96265,170.242405,170.674552,56395600.0,165.48223006666666
2015-10-13,169.683136,171.30159,169.513667,170.022073,88038700.0,165.61774316129032
2015-10-14,168.869675,170.2085,168.573108,169.623821,99106200.0,165.71936603125
2015-10-15,171.462555,171.471024,169.166214,169.539052,134142200.0,165.89340206060606
2015-10-16,172.242172,172.25911,171.098236,171.869333,114580100.0,166.0801305882353
2015-10-19,172.326859,172.326859,171.276145,171.589663,76523900.0,166.25860854285713
2015-10-20,172.106567,172.725134,171.63205,171.886259,78448500.0,166.42105183333334
2015-10-21,171.038895,172.682755,170.869413,172.530237,102038000.0,166.5458584054054
2015-10-22,173.928406,174.140245,171.03893,171.996434,174911700.0,166.7401359736842
2015-10-23,175.834915,176.207754,174.809621,175.614607,144442300.0,166.97333543589744
2015-10-26,175.402817,175.716335,175.029978,175.657026,69033000.0,167.184072475
2015-10-27,175.063828,175.402765,174.377458,174.724877,77905800.0,167.37626163414635
2015-10-28,177.055161,177.08058,174.733412,175.402818,135906700.0,167.60671161904762
2015-10-29,176.953461,177.3263,176.428104,176.546733,90525500.0,167.82407788372095
2015-10-30,176.190872,177.470389,176.029885,177.148389,131076900.0,168.01423229545455
2015-11-02,178.275375,178.470264,176.394242,176.521354,86270800.0,168.24225768888888
2015-11-03,178.792221,179.351479,177.690655,177.919445,95246100.0,168.4716047173913
2015-11-04,178.249939,179.215925,177.707631,179.088827,96224500.0,168.67965438297873
2015-11-05,178.071945,178.775253,177.173749,178.309204,78408700.0,168.87532710416667
2015-11-06,177.97876,178.216031,176.639948,177.724563,110471500.0,169.0611114489796
2015-11-09,176.317947,177.512723,175.36043,177.360192,131008700.0,169.20624816
2015-11-10,176.724655,176.758557,175.563781,175.834928,75874600.0,169.3536679019608
2015-11-11,176.029831,177.046656,175.962041,176.995817,67846000.0,169.48205565384615
2015-11-12,173.57251,175.453642,173.555572,174.979125,121315200.0,169.55923403773585
2015-11-13,171.623566,173.428439,171.538838,173.157292,153577100.0,169.5974624074074
2015-11-16,174.233429,174.29275,171.318521,171.437163,117645200.0,169.68175270909092
2015-11-17,174.106339,175.436681,173.606401,174.546967,121123700.0,169.7607631785714
2015-11-18,176.868713,177.012762,174.546965,174.589322,121342500.0,169.88546405263156
2015-11-19,176.716202,177.13988,176.419622,176.75009,88220500.0,170.00323539655173
2015-11-20,177.360184,178.04654,176.978876,177.478813,94011500.0,170.12792944067797
2015-11-23,177.156784,177.927868,176.690736,177.419462,64931200.0,170.24507701666667
2015-11-24,177.394104,177.800832,175.75023,176.140007,98874400.0,170.36227418032786
2015-11-25,177.368668,177.724556,177.105976,177.521186,51980100.0,170.47528053225807
